type,feature,lo,hi,median,others_inside,separation
4,"зарплата, ₽",56746.94,105620.16,73622.2,0.32354668232530825,0.6764533176746917
4,доступность рынков,213.58,425.32,315.7,0.7322372284204345,0.2677627715795655
4,доля городского населения,0.6982329476094031,1.0,0.9871652669941372,0.29418672930123313,0.7058132706987669
4,рост г/г,0.13422849922594518,0.20552657650353345,0.1708651786626887,0.559013505578391,0.440986494421609
4,сезонная амплитуда,0.3219035971649227,0.4250432386845343,0.3749114926423971,0.6423957721667646,0.3576042278332354
4,занятость: сельское хозяйство,0.0,0.024642647995016836,0.0007877493926231318,0.5713446858485026,0.4286553141514974
4,занятость: добыча,0.0,0.029874267804710183,0.0,0.8854961832061069,0.1145038167938931
4,занятость: промышленность,0.14232511836915068,0.5392442517517003,0.33606564035907227,0.2982971227246036,0.7017028772753964
4,занятость: рыночные услуги,0.11604160751619647,0.3577337547045073,0.21418792781580587,0.4926600117439812,0.5073399882560188
4,занятость: бюджетный сектор,0.24010002311920842,0.530229904517057,0.3608458390177353,0.4544920728126835,0.5455079271873164
5,доля продовольствия,0.2769711873761082,0.3512453794035415,0.31936836317662187,0.024655963302752295,0.9753440366972477
5,доля здоровья,0.04993215947870224,0.0622708605383325,0.05633993036766545,0.29701834862385323,0.7029816513761468
5,доля общепита,0.062296285100166965,0.09331644324928517,0.07811496150246211,0.029243119266055047,0.970756880733945
5,доля маркетплейсов,0.11433604541086308,0.15607770349289446,0.13053147850934532,0.3440366972477064,0.6559633027522935
5,доля транспорта,0.06792529320288722,0.07868154166046361,0.07256399315452661,0.10722477064220183,0.8927752293577982
5,доля прочего,0.30869063139110436,0.3828964881247344,0.3388813276836277,0.1290137614678899,0.8709862385321101
5,"траты на жителя, ₽/мес",40188.76666666667,55991.33750000001,46765.95833333333,0.04931192660550459,0.9506880733944955
5,население,21598.1,158533.30000000002,76523.0,0.4288990825688073,0.5711009174311927
5,"зарплата, ₽",92162.52,191717.03,128120.7,0.11295871559633028,0.8870412844036697
5,доступность рынков,382.54,641.08,562.3,0.08658256880733944,0.9134174311926606
5,доля городского населения,0.9611305769258527,1.0,1.0,0.13589449541284404,0.864105504587156
5,рост г/г,0.15411400388610114,0.19587874889815163,0.17179660390710427,0.3119266055045872,0.6880733944954128
5,сезонная амплитуда,0.3158305182769304,0.3899443201602965,0.35624171832273266,0.4076834862385321,0.5923165137614679
5,занятость: сельское хозяйство,0.0,0.00015465157572772256,0.0,0.40940366972477066,0.5905963302752293
5,занятость: добыча,0.0,0.0012283856241275153,0.0,0.8342889908256881,0.16571100917431192
5,занятость: промышленность,0.0,0.34011320217797936,0.12170221168136927,0.8371559633027523,0.16284403669724767
5,занятость: рыночные услуги,0.1075243063181472,0.7051192826706772,0.43531714633446117,0.6628440366972477,0.3371559633027523
5,занятость: бюджетный сектор,0.11614452765574668,0.6369722081787895,0.28234694427043194,0.7465596330275229,0.25344036697247707
